LGA,WARD,name,type,ownership,code,lga,Type_2,ownership2,no,
,,Grace Springs Medical Clinic,Primary,Private,24,16,1,2,60,
,,Sanor Medical Services,Primary,Private,24,16,1,2,61,
,,Apollo Clinic,Primary,Private,24,16,1,2,62,
,,Mojide Specialist Hospital,Primary,Private,24,16,1,2,63,
,,Rally Hospital ,Primary,Private,24,16,1,2,64,
,,Coker PHC,Primary,Public,24,16,1,1,65,
,,Major Medical Clinic,Primary,Private,24,16,1,2,66,
,,MHS Clinic,Primary,Private,24,16,1,2,67,
,,Oba Nle Aje Hospital,Primary,Private,24,16,1,2,68,
,,Physio Elite Clinic,Primary,Private,24,16,1,2,69,
,,Rosana Clinic,Primary,Private,24,16,1,2,70,
,,De-Balm Hospital,Primary,Private,24,16,1,2,71,
,Ilupeju Industrial,Ufuoma Specialist Hospital Centre,Primary,Private,24,16,1,2,72,
,,Iyalode Bisoye Tejuoso Hospital,Primary,Private,24,16,1,2,73,
,,Dabio Clinic,Primary,Private,24,16,1,2,74,
,,Hillary Specialist Dental Clinic,Primary,Private,24,16,1,2,75,
,,Altima Med. Care Hospital,Primary,Private,24,16,1,2,76,
,,First Consultant Dental Clinic,Primary,Private,24,16,1,2,77,
,,"PZ clinic, Ilupeju",Secondary,Private,24,16,2,2,78,
,,Nestle Nigeria Plc Staff Clinic,Primary,Private,24,16,1,2,79,
,,Smithkline Beecham Nig Plc Staff Clinic,Primary,Private,24,16,1,2,80,
,,Ilupeju Ind. MHS clinic,Secondary,Private,24,16,2,2,81,
,,Boltess Hospital,Primary,Private,24,16,1,2,82,
,Igbehin,Aishat Specialist Hospital,Primary,Private,24,16,1,2,83,
,,Odus Maternity Home,Primary,Private,24,16,1,2,84,
,,Ajoke Clinic,Primary,Private,24,16,1,2,85,
,Kayode/ Fadeyi,Grand Medical Centre,Primary,Private,24,16,1,2,86,
,,Vital Medical Clinic,Secondary,Private,24,16,2,2,87,
,,Ayodele Maternity Home,Primary,Private,24,16,1,2,88,
,,Salas Clinic & Neuroconsultancy Services,Primary,Private,24,16,1,2,89,
,,St Jude's Parish Church Clinic,Primary,Private,24,16,1,2,90,
,,Ayum Medical Centre,Primary,Private,24,16,1,2,91,
,Mosalasi,A K Oyekan Hospital,Primary,Private,24,16,1,2,92,
,,Dormanlong Engineering Staff Clinic,Primary,Private,24,16,1,2,93,
,,Anikulapo PHC,Primary,Public,24,16,1,1,94,
,Odo eran,TSH Medical Centre,Primary,Private,24,16,1,2,95,
,,SSPeter&Paul ,secondary,Private,24,16,2,2,96,
,,The Lord's Hospital,secondary,Private,24,16,2,2,97,
,,AM Medical center,Primary,Private,24,16,1,2,98,
,,Adetutu Clinic Nig. Ltd,secondary,Private,24,16,2,2,99,
,,Able God Hospital,secondary,Private,24,16,2,2,100,
,Oduselu,Jaypee Diagnostic,Primary,Private,24,16,1,2,101,
,,Bet-Lem Hospital,Primary,Private,24,16,1,2,102,
,,Jafag Specialist Hospital,Primary,Private,24,16,1,2,103,
,,Frank clinic,Primary,Private,24,16,1,2,104,
,,Mount Carmel Med. Center,Secondary,Private,24,16,2,2,105,
,,Alves PHC,Primary,Public,24,16,1,1,106,
,,Mustard Seed Maternity Home,Primary,Private,24,16,1,2,107,
,Ojuwoye ,Fafolu Medical Centre,Primary,Private,24,16,1,2,108,
,,Heritage Hospital,Primary,Private,24,16,1,2,109,
,,Ayantuga PHC,Primary,Public,24,16,1,1,110,
,Olateju,Alayo Hospital,Primary,Private,24,16,1,2,111,
,,Reality Specialis,Primary,Private,24,16,1,2,112,
,Onitire,Can Sandra clinic,Primary,Private,24,16,1,2,113,
,,Be- Law Health center,Secondary,Private,24,16,2,2,114,
,,St Femos Convalescent Centre,Secondary,Private,24,16,2,2,115,
,,Dans Medical clinic,Primary,Private,24,16,1,2,116,
,,Ijesha Itire PHC,Primary,Public,24,16,1,1,117,
,,The Solace Hospital,Primary,Private,24,16,1,2,118,
,Papa Ajao,St Andrew Hospital ,Secondary,Private,24,16,2,2,119,
,,Oluwadare Memorial Maternity Home,Secondary,Private,24,16,2,2,120,
,,Kuban Medical Centre,secondary,Private,24,16,2,2,121,
,,Diamond Hospital,Secondary,Private,24,16,2,2,122,
,,Calvary Medical Centre,Secondary,Private,24,16,2,2,123,
,,Rembo Clinic,Secondary,Private,24,16,2,2,124,
,,Oluwalase Clinic,Primary,Private,24,16,1,2,125,
,,Mount Sinai Hospital ,Primary,Private,24,16,1,2,126,
,,Altak Clinic,Primary,Private,24,16,1,2,127,
,,Debof Clinic,Primary,Private,24,16,1,2,128,
,,Sentinel Hospital,Secondary,Private,24,16,2,2,129,
,,Palm Avenue PHC,Primary,Public,24,16,1,1,130,
OJO,Ajangbadi,Abanise Maternity Centre,Primary,Private,24,17,1,2,1,
,,Ajangbadi Central Hospital,Secondary,Private,24,17,2,2,2,
,,Ajetola Nursing Home,Primary,Private,24,17,1,2,3,
,,Cele Nica Maternity Home,Primary,Private,24,17,1,2,4,
,,Diken Medical Clinic,Primary,Private,24,17,1,2,5,
,,Fasam Convalescent Home,Primary,Private,24,17,1,2,6,
,,Folake Medical Clinic,Primary,Private,24,17,1,2,7,
,,Henharry Maternity Home,Primary,Private,24,17,1,2,8,
,,Hope Star Clinic,Primary,Private,24,17,1,2,9,
,,Ilemba Clinic,Primary,Private,24,17,1,2,10,
,,Afromedia PHC,Primary,Public,24,17,1,1,11,
,,Mar' King Convalescent Home,Primary,Private,24,17,1,2,12,
,,Progress Nursing Home ,Primary,Private,24,17,1,2,13,
,Etegbin ,Grace Mobolaji Maternity Home,Primary,Private,24,17,1,2,14,
,,Remlek Nursing Home,Primary,Private,24,17,1,2,15,
,Iba,Albina Mejeel Specialist Clinic Hospital,Secondary,Private,24,17,2,2,16,
,,Almaz Clinic,Primary,Private,24,17,1,2,17,
,,Behold Divine Mercy Convalescent Home,Primary,Private,24,17,1,2,18,
,,Betheland Hospital & Maternity Home,Primary,Private,24,17,1,2,19,
,,De-Amazing Grace Convalescent Home,Primary,Private,24,17,1,2,20,
,,Divine Wisdom Hospital,Secondary,Private,24,17,2,2,21,
,,Graceland Medical Centre(Annex),Secondary,Private,24,17,2,2,22,
,,Restoration Convalescent Centre,Primary,Private,24,17,1,2,23,
,,Royale Medical Centre,Primary,Private,24,17,1,2,24,
,,Treasure Clinic,Primary,Private,24,17,1,2,25,
,,Vic-D Maternity Home,Primary,Private,24,17,1,2,26,
,,Cannon Shore Medical Services Ltd,Primary,Private,24,17,1,2,27,
,,Ijagemo PHC,Primary,Public,24,17,1,1,28,
,,Iba PHC,Primary,Public,24,17,1,1,29,
,Igbo-Elerin,"B"" In Gilead Hospital",Secondary,Private,24,17,2,2,30,
,,Adaegba Memorial Nursing Home,Primary,Private,24,17,1,2,31,
,,Betsida Hospital,Secondary,Private,24,17,2,2,32,
,,Blossom Hospital,Primary,Private,24,17,1,2,33,
,,Bolus Convalescent Home,Primary,Private,24,17,1,2,34,
,,De-Solid Rock Maternity Centre,Primary,Private,24,17,1,2,35,
,,Mater Dei Nursing Home,Primary,Private,24,17,1,2,36,
,,Worlds' Light Convalescent Home,Primary,Private,24,17,1,2,37,
,,Ishasi PHC,Primary,Public,24,17,1,1,38,
,,Trinity Clinic & Maternity ,Primary,Private,24,17,1,2,39,
,Ijanikin,Williams Clinic,Primary,Private,24,17,1,2,40,
,,Ademola Hospital,Secondary,Private,24,17,2,2,41,
,,Epee Clinic,Primary,Private,24,17,1,2,42,
,,Ever Life Hopital,Secondary,Private,24,17,2,2,43,
,,Omodeni Maternity Home,Primary,Private,24,17,1,2,44,
,,Good Faith Maternity Home,Primary,Private,24,17,1,2,45,
,,De-New Aiyetoro Medical Centre,Secondary,Private,24,17,2,2,46,
,,Collak Convalescent Centre,Primary,Private,24,17,1,2,47,
,,Ketu - L Medical Centre ,Secondary,Private,24,17,2,2,48,
,,Ijanikin PHC,Primary,Public,24,17,1,1,49,
,Ilogbo,As-Samad Convalescent Home,Primary,Private,24,17,1,2,50,
,,Crown Convalescent Home,Primary,Private,24,17,1,2,51,
,,Crown of Glory Clinic,Primary,Private,24,17,1,2,52,
,,Goodness Medical Centre,Primary,Private,24,17,1,2,53,
,,Ilogbo Central Hospital,Secondary,Private,24,17,2,2,54,
,,Patmason Convalescent Home,Primary,Private,24,17,1,2,55,
,,Selina New Era Convalescent Home,Primary,Private,24,17,1,2,56,
,,Vine Yard Nursing Home,Primary,Private,24,17,1,2,57,
,,Olutayo Nursing Home,Primary,Private,24,17,1,2,58,
,,Munilola Clinic,Primary,Private,24,17,1,2,59,
,Ira,Adetunji Memorial Hospital (ANNEX),Secondary,Private,24,17,2,2,60,
,,Alexander Memorial Hospital,Secondary,Private,24,17,2,2,61,
,,Divine Gift Medical Centre,Secondary,Private,24,17,2,2,62,
,,HCM Hospital,Secondary,Private,24,17,2,2,63,
,,Joycy Nursing Home,Primary,Private,24,17,1,2,64,
,,Norex Clinic,Primary,Private,24,17,1,2,65,
,,Patience Clinic,Primary,Private,24,17,1,2,66,
,,Survivors Nursing Home,Primary,Private,24,17,1,2,67,
,,T & T Divine Touch Convalescent Centre,Primary,Private,24,17,1,2,68,
,Kemberi,Rejoice Maternity Centre,Primary,Private,24,17,1,2,69,
,,Ancel Hospital,Primary,Private,24,17,1,2,70,
,,Life Heritage Maternity Centre,Primary,Private,24,17,1,2,71,
,,Redeemed Medical Centre,Secondary,Private,24,17,2,2,72,
,Ojo,Bonne Sante Clinic,Primary,Private,24,17,1,2,73,
,,Door Of Faith Maternity Centre,Primary,Private,24,17,1,2,74,
,,Fellowship Clinic,Primary,Private,24,17,1,2,75,
,,Genesis Medical Centre,Secondary,Private,24,17,2,2,76,
,,God's Goal Clinic,Primary,Private,24,17,1,2,77,
,,Graceland Medical Centre,Secondary,Private,24,17,2,2,78,
,,Liberty Mission Hospital,Secondary,Private,24,17,2,2,79,
,,Meg-Pat Nursing Home,Primary,Private,24,17,1,2,80,
,,Miracle Medical Centre,Secondary,Private,24,17,2,2,81,
,,The Hosanna Clinic,Primary,Private,24,17,1,2,82,
,,Golden Care Medical Clinic,Primary,Private,24,17,1,2,83,
,,"Navy Hospital, Ojo",Secondary,Public,24,17,2,1,84,
,,Safe Healing Nursing Home,Primary,Private,24,17,1,2,85,
,,Trust Medical Clinic,Primary,Private,24,17,1,2,86,
,,Ojo PHC,Primary,Public,24,17,1,1,87,
,Okoko,Chest clinic,Primary,Public,24,17,1,1,88,
,,St Anthonia Clinic and maternity home,Primary,Private,24,17,1,2,89,
,,Akinbolade Specialist Hospital,Secondary,Private,24,17,2,2,90,
,,Ala-Anu Clinic,Primary,Private,24,17,1,2,91,
,,Al-Hayat Medical Centre,Primary,Private,24,17,1,2,92,
,,Calvary Grace Clinic,Primary,Private,24,17,1,2,93,
,,De Olive Medical Clinic,Primary,Private,24,17,1,2,94,
,,Elphy Hospital,Secondary,Private,24,17,2,2,95,
,,Ishma Clinic,Primary,Private,24,17,1,2,96,
,,Kena Hospital ,Secondary,Private,24,17,2,2,97,
,,Kiladejo Hospital,Secondary,Private,24,17,2,2,98,
,,Terked Clinic,Primary,Private,24,17,1,2,99,
,,Redeemer's Clinic,Primary,Private,24,17,1,2,100,
,,Okokomaiko PHC,Primary,Public,24,17,1,1,101,
,,Jorseh Memorial Maternity Home,Primary,Private,24,17,1,2,102,
,,Rotunda Hospital,Secondary,Private,24,17,2,2,103,
,Otto,Ego Emi Maternity Home,Primary,Private,24,17,1,2,104,
,,Mini General Hospital Era,Primary,Public,24,17,1,1,105,
,,Era Medical Centre,Secondary,Private,24,17,2,2,106,
,,Happy Home Clinic,Primary,Private,24,17,1,2,107,
,,Era PHC,Primary,Public,24,17,1,1,108,
,Sabo,Abodunrin Medical Centre ,Secondary,Private,24,17,2,2,109,
,,All Saints Model Clinic,Primary,Private,24,17,1,2,110,
,,Divine Release Maternity Home,Primary,Private,24,17,1,2,111,
,,Garden Hospital ,Primary,Private,24,17,1,2,112,
,,Gem Dotun Medical Clinic,Primary,Private,24,17,1,2,113,
,,God's Mercy Clinic,Primary,Private,24,17,1,2,114,
,,McSam Clinic,Primary,Private,24,17,1,2,115,
,,Mutcare Maternity Centre,Primary,Private,24,17,1,2,116,
,,Onyems B Hospital ,Secondary,Private,24,17,2,2,117,
,,Igbede PHC,Primary,Public,24,17,1,1,118,
,,Sabo Crown Hospital,Secondary,Private,24,17,2,2,119,
,,Shollylad Medical Centre,Secondary,Private,24,17,2,2,120,
,,Poly Clinic,Primary,Private,24,17,1,2,121,
,Shibiri,Salv-Praise Maternity Centre,Primary,Private,24,17,1,2,122,
,,De  Elshadai,Primary,Private,24,17,1,2,123,
,,Muskat Hospital,Secondary,Private,24,17,2,2,124,
,,Shibiri PHC,Primary,Public,24,17,1,1,125,
,Egan,Ishagira PHC,Primary,Public,24,17,1,1,126,
,Irewe ,Irewe PHC,Primary,Public,24,17,1,1,127,
OSHODI/ ISOLO,Ireakari/ Ishaga,Bose Specialist Hospital,Primary,Private,24,18,1,2,1,
,,Isolo PHC,Primary,Public,24,18,1,1,2,
,,Bola Hospital ,Secondary,Private,24,18,2,2,3,
,,Live Fountain Medicare,Secondary,Private,24,18,2,2,4,
,,Ishaga PHC,Primary,Public,24,18,1,1,5,
,,General Hospital Isolo,Secondary,Public,24,18,2,1,6,
,,Mosaque Clinic,Primary,Private,24,18,1,2,7,
,,Glen view clinic,Primary,Private,24,18,1,2,8,
,,Emilola Clinic,Primary,Private,24,18,1,2,9,
,,Good Health Medical Centre,Primary,Private,24,18,1,2,10,
,,Lulu Nursing Home,Primary,Private,24,18,1,2,11,
,,Balm Clinic,Primary,Private,24,18,1,2,12,
,,Nobility Hospital,Primary,Private,24,18,1,2,13,
,,Health Check Consultant Clinic,Primary,Private,24,18,1,2,14,
,,Heals Specialist Clinic,Primary,Private,24,18,1,2,15,
,,Boyle Medical Centre,Primary,Private,24,18,1,2,16,
,Afariogun,High Rocks Hospital,Primary,Private,24,18,1,2,17,
,,Dailyzer Medical center,Primary,Private,24,18,1,2,18,
,,Chellarams Plc in House Clinic,Primary,Private,24,18,1,2,19,
,,Petros Foundation Hospital,Primary,Private,24,18,1,2,20,
,,Segun Ajayi Medical Centre,Primary,Private,24,18,1,2,21,
,,Opeoluwami Maternity Home,Primary,Private,24,18,1,2,22,
,,City Way Maternity Home,Primary,Private,24,18,1,2,23,
,,St Mark's Nursing Home,Primary,Private,24,18,1,2,24,
,,Comfort Nursing Home,Primary,Private,24,18,1,2,25,
,OKE AFA,Estate Family Clinic,Primary,Private,24,18,1,2,26,
,,Our Lady Hospital,Secondary,Private,24,18,2,2,27,
,,Isolo Estate Clinic,Primary,Private,22,18,1,2,28,
,,Jakande Est. PHC,Primary,Public,24,18,1,1,29,
,,Ire - Akari Medical Centre,Primary,Private,24,18,1,2,30,
,,De-Hope Clinic,Primary,Private,24,18,1,2,31,
,,Josmef Nursing Home,Primary,Private,24,18,1,2,32,
,,Sanomens Medical Centre,Primary,Private,24,18,1,2,33,
,,Sentinel Hospital,Primary,Private,24,18,1,2,34,
,,St Benedict Medical Centre,Primary,Private,24,18,1,2,35,
,Alagbeji,Newline Hospital ,primary,Private,24,18,1,2,36,
,,St Emmanuel Hospital,Secondary,Private,24,18,2,2,37,
,,Olu-Adeyemi Clinic,Primary,Private,24,18,1,2,38,
,,Quis-Abolayo Specialist Clinic,Primary,Private,24,18,1,2,39,
,,LSDPC HP,Primary,Public,24,18,1,1,40,
,Apena,Ago Medical Centre,Secondary,Private,24,18,2,2,41,
,,St Raphael Hospital Ltd,Secondary,Private,24,18,2,2,42,
,,Sonaen Hospital,Secondary,Private,24,18,2,2,43,
,,Healing Cross Hospital,Secondary,Private,24,18,2,2,44,
,,German friendship specialist,Primary,Private,24,18,1,2,45,
,Ajao,Heda Hospaital,Secondary,Private,24,18,2,2,46,
,,Ojumiri Medical Centre,Primary,Private,24,18,1,2,47,
,,Goodseed Specialist Clinic,Primary,Private,24,18,1,2,48,
,,Ajao PHC,Primary,Public,24,18,1,1,49,
,,Abrime Changsul Oriental,Primary,Private,24,18,1,2,50,
,,St John specialist Hospital,Primary,Private,24,18,1,2,51,
,,Faith City  Hospital,Primary,Private,24,18,1,2,52,
,,Healingfield Clinics,Primary,Private,24,18,1,2,53,
,,Dabiri Clinic,Primary,Private,24,18,1,2,54,
,,Kupa Medical Centre Ltd,Primary,Private,24,18,1,2,55,
,,Tropical Medical Clinic,Primary,Private,24,18,1,2,56,
,Mafoluku,Divine Grace Medical Centre,Secondary,Private,24,18,1,2,57,
,,Ayo ni PHC,Primary,Public,24,18,1,1,58,
,,St Catherine of Siena Medical Clinic,Primary,Private,24,18,1,2,59,
,,New-City Clinic ,Primary,Private,24,18,1,2,60,
,,Dolu Hospital ,Primary,Private,24,18,1,2,61,
,,Glory of God Convalescent Home,Primary,Private,24,18,1,2,62,
,,Optimal Medical center,Primary,Private,24,18,1,2,63,
,,Right-Time Convalescent Home,Primary,Private,24,18,1,2,64,
,,Pinecrest Specialist Hospital,Primary,Private,24,18,1,2,65,
,,Ishaq Convalescent Home,Primary,Private,24,18,1,2,66,
,,Holy Saviours Hospital,Primary,Private,24,18,1,2,67,
,,God's Care Clinic,Primary,Private,24,18,1,2,68,
,,OHC Medical Centre,Primary,Private,24,18,1,2,69,
,Okota,Jomark Hospital & Maternity,primary,Private,24,18,1,2,70,
,,Sam Pedro Medical Centre,Secondary,Private,24,18,2,2,71,
,,Platinum Specialist Hospital,primary,Private,24,18,1,2,72,
,,Khan Specialist Hospital,Secondary,Private,24,18,2,2,73,
,,Tent Of Life Specialist Clinic,Primary,Private,24,18,1,2,74,
,,Cossy Clinic,Primary,Private,24,18,1,2,75,
,,Treasure Gold Hospital,Primary,Private,24,18,1,2,76,
,,Lucy Memorial Hospital,Primary,Private,24,18,1,2,77,
,,Life Care Hospital ,Primary,Private,24,18,1,2,78,
,,Samaria Hospital ,Primary,Private,24,18,1,2,79,
,,Queen Of The Rosary Clinic,Primary,Private,24,18,1,2,80,
,,Moyub Hospital ,Primary,Private,24,18,1,2,81,
,,Qualicare Maternity Centre,Primary,Private,24,18,1,2,82,
,,Tai clinic,primary,Private,24,18,1,2,83,
,,Sam Pedro Medical Centre,primary,Private,24,18,1,2,84,
,Akinbaye,Alpha Peace Medical Centre,Secondary,Private,24,18,2,2,85,
,,Tinu Hospital,Primary,Private,24,18,1,2,86,
,,Ramsat Convalescent Home,Primary,Private,24,18,1,2,87,
,Ilasa,New World Clinic,Primary,Private,24,18,1,2,88,
,,Ilasa PHC,Primary,Public,24,18,1,1,89,
,,Tabernacle Clinic,Primary,Private,24,18,1,2,90,
,,Rasar clinic and maternity,Primary,Private,24,18,1,2,91,
,,Tolulope Medical Centre,Primary,Private,24,18,1,2,92,
,,Uduak-Abasi Maternity Home,Primary,Private,24,18,1,2,93,
,,Devine clinics,Primary,Private,24,18,1,2,94,
,,Isolo Medical Centre,Primary,Private,24,18,1,2,95,
,Igbehinadun,Mandela Hospital ,Secondary,Private,24,18,2,2,96,
,,Oshodi PHC,Primary,Public,24,18,1,1,97,
,,Grand Progress Medical Clinic,Primary,Private,24,18,1,2,98,
,,New Dimension Clinic,Primary,Private,24,18,1,2,99,
,,Esteem Clinics,Primary,Private,24,18,1,2,100,
,,Pure Heart Convalescent Centre,Primary,Private,24,18,1,2,101,
,,DI-IMOSE Clinic ,Primary,Private,24,18,1,2,102,
,,St Joseph Harmony Convalescent Home,Primary,Private,24,18,1,2,103,
,,Adeshina Hospital ,Primary,Private,24,18,1,2,104,
,,Wazobia Medical Centre,Primary,Private,24,18,1,2,105,
,,Sofine Nursing Home,Primary,Private,24,18,1,2,106,
,,Ayoradex Health,Primary,Private,24,18,1,2,107,
,,New Era Clinic (Annex),Primary,Private,24,18,1,2,108,
,,Longlife Medicare Convalescent Home,Primary,Private,24,18,1,2,109,
,Sogunle,St Steven's Clinic,Secondary,Private,24,18,2,2,110,
,,Mount Olive Clinic,Primary,Private,24,11,1,2,111,
,,Fasanmi Clinics and Maternity,Primary,Private,24,18,1,2,112,
,,HQ 445 NAF Hospital,Secondary,Public,24,18,2,1,113,
,,Shogunle PHC,Primary,Public,24,18,1,1,114,
,,Fortress  clinics and Hospital,primary,Private,24,18,1,2,115,
,,Plato Hospital ,Primary,Private,24,18,1,2,116,
,,GEO Medical Centre,Primary,Private,24,18,1,2,117,
,,Foly Clinic,Primary,Private,24,18,1,2,118,
,Ewutuntun ,Jacob Memorial Hospital ,Primary,Private,24,18,1,2,119,
,,Ewutuntun PHC,Primary,Public,24,18,1,1,120,
,,Lifecare Clinic And Maternity,Primary,Private,24,18,1,2,121,
,,Bimlad Clinic,Primary,Private,24,18,1,2,122,
,Fadu,Muaz Convalescent Home,Primary,Private,24,18,1,2,123,
,,Ejigbo PHC,Primary,Public,24,18,1,1,124,
,,Ajifat Convalescent Home (Annex),Primary,Private,24,18,1,2,125,
,,Niyem Maternity,Primary,Private,24,18,1,2,126,
,,Divine Gift Maternity Home ,Primary,Private,24,18,1,2,127,
,,Peaceful Convalescent Centre,Primary,Private,24,18,1,2,128,
,,Testimony Maternity Home,Primary,Private,24,18,1,2,129,
,Ogunoloko,St John de Evang Parish Health Clinic,Primary,Private,24,18,1,2,130,
,,Feloban Alpha Convalescent Home,Primary,Private,24,18,1,2,131,
,,Anuolu Clinic,Primary,Private,24,18,1,2,132,
,Ailegun,Iyana Ejigbo PHC,Primary,Public,24,18,1,1,133,
,,Jakande II,Primary,Public,24,18,1,1,134,
,,Crown Group Hospital,Primary,Private,24,18,1,2,135,
,Ifoshi,The Green Pastures Hospital,Primary,Private,24,18,1,2,136,
,,Osborn Clinic,Primary,Private,24,18,1,2,137,
,,Olymars Medical Clinic,Primary,Private,24,18,1,2,138,
,,Mercyway Medical Centre,Primary,Private,24,18,1,2,139,
,,Saint Shedrack Clinic,Primary,Private,24,18,1,2,140,
,,Faith Nursing Home,Primary,Private,24,18,1,2,141,
,,Onaiwamimo PHC,Primary,Public,24,18,1,1,142,
,,May Day Alert Clinic,Primary,Private,24,18,1,2,143,
,,The Living Spring Hospital,Primary,Private,24,18,1,2,144,
,Aigbaka,SOS social center,Primary,Private,24,18,1,2,145,
,,S S Memorial Clinic,Primary,Private,24,18,1,2,146,
,,Dela Hospital,Primary,Private,24,18,1,2,147,
,,De Living Hope Convalescent,Primary,Private,24,18,1,2,148,
,,Ebenezary Hospital ,Primary,Private,24,18,1,2,149,
,,AS New Convenant Clinic,Primary,Private,24,18,1,2,150,
,,De-Godwin Convalescent Home,Primary,Private,24,18,1,2,151,
,,Jumoke Clinic,Primary,Private,24,18,1,2,152,
,,Gladsom Maternity Home,Primary,Private,24,18,1,2,153,
,,Hope Nursing Home,Primary,Private,24,18,1,2,154,
,Ilamoshe,Crownrise Hospital,Primary,Private,24,18,1,2,155,
,,Biowu Maternity Centre,Primary,Private,24,18,1,2,156,
,Oluyeye,Olaomoyemi Maternity Home,Primary,Private,24,18,1,2,157,
,,Bade Convalescent Centre,Primary,Private,24,18,1,2,158,
,,Bolutife Hospital,Primary,Private,24,18,1,2,159,
,,Oluwapamilerin Maternity Home,Primary,Private,24,18,1,2,160,
,,Jericho Hospital,Primary,Private,24,18,1,2,161,
,,Edmac Medical Clinic,Primary,Private,24,18,1,2,162,
,,Mafoluku PHC,Primary,Public,24,18,1,1,163,
SOMOLU,Igbari,Jon Dental Clinic,Primary,Private,24,19,1,2,1,
,,Akoka PHC,Primary,Public,24,19,1,1,2,
,,Adeolu Hospital,Primary,Private,24,19,1,2,3,
,,Dolfak Clinic,Primary,Private,24,19,1,2,4,
,,Fidelis Medical Centre,Secondary,Private,24,19,2,2,5,
,,Jon-Ken Hospital,Secondary,Private,24,19,2,2,6,
,,The Peak-Mark Clinic,Primary,Private,24,19,1,2,7,
,Okesuna Alase,Bajulaiye Infant WC,Primary,Public,24,19,1,1,8,
,,Santuary Hospital,Secondary,Private,24,19,2,2,9,
,Ijebu Tedo,Wright PHC,Primary,Public,24,19,1,1,10,
,,Oworu Memorial Hospital Ltd,Secondary,Private,24,19,2,2,11,
,,Didero Medical Centre,Primary,Private,24,19,1,2,12,
,,Labinto Dental Clinic,Primary,Private,24,19,1,2,13,
,,Unique Eye Centre,Primary,Private,24,19,1,2,14,
,,Fem-Bis Dental Clinic,Primary,Private,24,19,1,2,15,
,Ilaje,Ashogbon PHC,Primary,Public,24,19,1,1,16,
,,De-Pmax Maternity Centre,Primary,Private,24,19,1,2,17,
,,J-Shammah Clinic & Maternity Centre,Secondary,Private,24,19,2,2,18,
,,Mike-Bethel Clinic,Primary,Private,24,19,1,2,19,
,,Health Foundation Clinic ,Primary,Private,24,19,1,2,20,
,,Booland Hospital ,Secondary,Private,24,19,2,2,21,
,,Shalom Convalescent Health Centre,Primary,Private,24,19,1,2,22,
,,Broad Heal Hospital,Primary,Private,24,19,1,2,23,
,,Blessed Favour Maternity Home,Primary,Private,24,19,1,2,24,
,Ayetoro Mafoluku,Mafowoku PHC,Primary,Public,24,19,1,1,25,
,Owode Orile,CMS PHC,Primary,Public,24,19,1,1,26,
,,Ladi-Lak Medical Centre,Secondary,Private,24,19,2,2,27,
,,Remedy Maternity Centre,Primary,Private,24,19,1,2,28,
